"store_code","datetime","staff_id","register_number","product_code","quantity","payment_method","customer_segment_code","customer_segment_name"
"L-3","2024-02-16T02:20:21.982Z","10","2","22","12","1","1","ライフスタイル充実層"
"L-3","2025-05-04T06:45:18.991Z","9","1","18","20","1","1","ライフスタイル充実層"
"L-3","2024-01-03T23:39:01.788Z","10","5","22","3","3","3","コスパ重視層"
"L-3","2025-06-05T01:12:09.912Z","6","3","26","13","2","1","ライフスタイル充実層"
"L-3","2025-12-10T21:33:48.107Z","4","5","21","17","3","2","ファミリーサポート層"
"L-3","2025-10-11T14:39:48.855Z","4","3","19","2","2","1","ライフスタイル充実層"
"L-3","2025-10-09T17:51:48.018Z","8","4","24","14","1","3","コスパ重視層"
"L-3","2024-06-04T05:58:59.208Z","6","2","27","16","2","1","ライフスタイル充実層"
"L-3","2025-09-18T02:38:29.554Z","2","4","25","11","1","1","ライフスタイル充実層"
"L-3","2025-05-03T03:46:42.538Z","1","5","25","20","2","3","コスパ重視層"
"L-3","2024-12-16T17:46:38.728Z","9","2","26","20","3","3","コスパ重視層"
"L-3","2025-04-11T12:16:09.291Z","8","2","22","19","3","1","ライフスタイル充実層"
"L-3","2024-10-16T11:21:10.122Z","10","1","28","16","3","1","ライフスタイル充実層"
"L-3","2025-12-29T18:40:29.061Z","3","3","28","16","1","3","コスパ重視層"
"L-3","2024-06-10T04:01:52.454Z","9","4","25","9","1","4","自己投資志向層"
"L-3","2025-07-19T17:08:11.277Z","7","5","21","8","2","3","コスパ重視層"
"L-3","2024-07-28T17:32:06.200Z","5","3","18","11","1","3","コスパ重視層"
"L-3","2025-08-14T05:32:16.947Z","8","5","28","1","2","A5","ウェルネス志向層"
"L-3","2024-08-12T11:18:07.387Z","5","4","27","9","2","A5","ウェルネス志向層"
"L-3","2025-06-29T06:34:53.320Z","7","2","27","17","1","2","ファミリーサポート層"
"L-3","2025-05-15T00:56:20.107Z","9","1","24","6","1","3","コスパ重視層"
"L-3","2024-06-08T16:13:51.789Z","3","2","21","4","2","2","ファミリーサポート層"
"L-3","2024-09-10T11:50:32.246Z","8","1","23","1","2","A5","ウェルネス志向層"
"L-3","2025-11-21T12:52:42.403Z","7","1","26","15","1","2","ファミリーサポート層"
"L-3","2025-07-18T21:05:16.086Z","5","4","21","20","3","1","ライフスタイル充実層"
"L-3","2024-03-12T03:22:44.482Z","3","2","22","20","1","3","コスパ重視層"
"L-3","2025-09-03T03:03:45.332Z","3","5","27","6","2","4","自己投資志向層"
"L-3","2025-04-13T18:03:27.515Z","7","5","19","17","2","2","ファミリーサポート層"
"L-3","2024-09-26T18:10:04.712Z","4","4","18","8","1","A5","ウェルネス志向層"
"L-3","2025-03-29T04:20:50.296Z","6","5","23","13","3","3","コスパ重視層"
"L-3","2025-05-20T04:50:58.824Z","8","4","28","10","2","A5","ウェルネス志向層"
"L-3","2025-04-06T14:00:21.021Z","6","4","19","4","2","4","自己投資志向層"
"L-3","2025-06-28T12:09:24.244Z","6","3","24","9","1","3","コスパ重視層"
"L-3","2025-10-26T16:39:52.498Z","6","1","21","18","2","A5","ウェルネス志向層"
"L-3","2024-01-14T19:45:03.695Z","9","5","27","9","3","2","ファミリーサポート層"
"L-3","2025-02-11T14:38:41.285Z","3","2","24","10","2","1","ライフスタイル充実層"
"L-3","2024-09-10T13:02:48.343Z","7","2","24","14","2","3","コスパ重視層"
"L-3","2024-04-03T14:37:31.384Z","10","5","22","17","2","A5","ウェルネス志向層"
"L-3","2024-10-24T07:56:29.002Z","2","5","29","20","2","A5","ウェルネス志向層"
"L-3","2025-09-09T03:57:49.136Z","5","2","25","7","2","1","ライフスタイル充実層"
"L-3","2024-11-18T08:58:05.661Z","5","2","28","7","3","3","コスパ重視層"
"L-3","2025-10-13T16:25:40.149Z","1","1","28","3","1","3","コスパ重視層"
"L-3","2025-05-21T19:49:39.024Z","4","5","20","2","3","3","コスパ重視層"
"L-3","2025-11-27T00:52:05.907Z","2","2","23","8","2","4","自己投資志向層"
"L-3","2025-08-10T12:23:42.554Z","1","2","27","10","2","3","コスパ重視層"
"L-3","2024-06-08T09:09:17.951Z","10","4","18","5","1","1","ライフスタイル充実層"
"L-3","2024-08-05T20:54:33.884Z","2","4","23","14","1","2","ファミリーサポート層"
"L-3","2024-10-24T01:41:38.355Z","7","3","28","14","3","3","コスパ重視層"
"L-3","2025-07-12T04:58:47.649Z","5","5","27","13","1","3","コスパ重視層"
"L-3","2024-11-16T17:52:10.440Z","10","2","18","1","1","4","自己投資志向層"
"L-3","2025-11-22T00:43:54.778Z","10","5","20","7","2","3","コスパ重視層"
"L-3","2024-01-17T20:44:05.710Z","8","3","24","9","1","3","コスパ重視層"
"L-3","2024-02-04T07:13:45.736Z","8","4","18","3","3","1","ライフスタイル充実層"
"L-3","2025-03-27T12:11:35.919Z","5","2","20","1","2","A5","ウェルネス志向層"
"L-3","2025-03-02T10:39:51.460Z","9","1","26","17","2","4","自己投資志向層"
"L-3","2024-02-28T06:45:40.126Z","6","1","24","4","3","2","ファミリーサポート層"
"L-3","2024-07-19T18:51:15.092Z","1","4","25","2","2","1","ライフスタイル充実層"
"L-3","2025-03-13T05:20:48.456Z","5","5","25","12","1","1","ライフスタイル充実層"
"L-3","2024-08-03T13:42:31.523Z","8","4","24","20","3","2","ファミリーサポート層"
"L-3","2024-07-10T00:42:03.370Z","8","3","28","13","1","A5","ウェルネス志向層"
"L-3","2024-05-27T17:29:11.298Z","5","2","28","2","1","2","ファミリーサポート層"
"L-3","2024-12-14T09:02:42.728Z","10","4","27","3","1","A5","ウェルネス志向層"
"L-3","2025-09-12T02:26:59.481Z","3","4","18","5","3","4","自己投資志向層"
"L-3","2025-06-24T01:01:27.444Z","4","4","25","9","2","4","自己投資志向層"
"L-3","2025-08-26T23:00:44.794Z","8","3","19","8","2","A5","ウェルネス志向層"
"L-3","2024-01-20T11:37:33.214Z","6","4","26","10","1","A5","ウェルネス志向層"
"L-3","2024-08-09T15:13:34.486Z","2","3","29","13","3","3","コスパ重視層"
"L-3","2025-07-29T18:14:33.823Z","6","2","24","7","1","1","ライフスタイル充実層"
"L-3","2025-09-08T18:38:16.406Z","3","1","19","14","2","3","コスパ重視層"
"L-3","2025-01-01T12:23:34.739Z","3","2","27","20","2","3","コスパ重視層"
"L-3","2025-07-29T13:58:36.821Z","7","1","24","6","2","3","コスパ重視層"
"L-3","2024-05-13T02:19:49.526Z","1","3","25","18","3","3","コスパ重視層"
"L-3","2024-12-01T07:27:58.204Z","9","1","22","2","3","2","ファミリーサポート層"
"L-3","2024-04-03T03:01:31.562Z","3","4","20","8","1","A5","ウェルネス志向層"
"L-3","2025-09-15T05:34:55.194Z","4","5","19","8","2","4","自己投資志向層"
"L-3","2024-11-29T06:56:19.663Z","3","2","28","13","3","3","コスパ重視層"
"L-3","2025-06-02T18:22:46.310Z","7","4","25","17","1","1","ライフスタイル充実層"
"L-3","2024-01-03T19:14:29.970Z","6","4","26","1","2","4","自己投資志向層"
"L-3","2025-06-03T15:38:39.992Z","4","2","26","17","1","3","コスパ重視層"
"L-3","2025-10-05T03:42:37.251Z","9","4","26","20","3","1","ライフスタイル充実層"
"L-3","2025-10-03T11:47:21.230Z","2","4","27","7","2","1","ライフスタイル充実層"
"L-3","2024-10-18T09:52:50.388Z","2","2","23","10","2","3","コスパ重視層"
"L-3","2025-01-29T03:34:58.359Z","8","2","19","11","1","3","コスパ重視層"
"L-3","2024-08-09T13:32:40.626Z","9","2","26","4","3","2","ファミリーサポート層"
"L-3","2024-01-29T14:21:50.811Z","4","4","29","16","1","4","自己投資志向層"
"L-3","2024-06-22T16:09:29.912Z","9","5","20","12","1","A5","ウェルネス志向層"
"L-3","2024-11-24T17:06:14.284Z","6","5","19","3","2","4","自己投資志向層"
"L-3","2024-10-22T11:15:50.499Z","10","4","19","5","1","1","ライフスタイル充実層"
"L-3","2025-01-23T14:19:41.193Z","7","3","22","16","1","3","コスパ重視層"
"L-3","2024-09-07T01:57:16.393Z","2","4","29","7","2","2","ファミリーサポート層"
"L-3","2024-03-10T07:08:44.968Z","2","2","26","7","1","2","ファミリーサポート層"
"L-3","2025-05-17T15:39:16.366Z","2","2","28","14","3","1","ライフスタイル充実層"
"L-3","2024-07-13T09:25:20.163Z","3","5","27","18","3","2","ファミリーサポート層"
"L-3","2025-01-18T00:31:48.807Z","8","3","23","18","1","1","ライフスタイル充実層"
"L-3","2024-07-08T15:14:32.325Z","3","2","28","13","1","2","ファミリーサポート層"
"L-3","2024-09-18T07:07:20.394Z","6","4","27","18","1","4","自己投資志向層"
"L-3","2025-09-24T03:01:44.713Z","5","5","28","14","1","A5","ウェルネス志向層"
"L-3","2024-05-21T11:42:35.834Z","5","1","25","11","2","1","ライフスタイル充実層"
"L-3","2024-08-31T04:05:44.740Z","10","4","18","5","3","A5","ウェルネス志向層"
"L-3","2025-11-29T07:30:39.176Z","5","3","25","11","2","2","ファミリーサポート層"
"L-3","2025-07-11T19:32:29.162Z","5","1","25","1","1","A5","ウェルネス志向層"
"L-3","2024-12-31T00:09:18.536Z","2","4","25","2","2","1","ライフスタイル充実層"
"L-3","2024-07-26T17:58:12.413Z","8","3","29","15","3","2","ファミリーサポート層"
"L-3","2024-02-18T17:11:16.718Z","4","1","23","18","1","1","ライフスタイル充実層"
"L-3","2025-01-06T18:21:08.278Z","10","5","24","10","1","A5","ウェルネス志向層"
"L-3","2024-08-24T09:21:08.978Z","8","4","19","4","3","2","ファミリーサポート層"
"L-3","2025-06-06T12:00:22.400Z","9","3","24","20","2","1","ライフスタイル充実層"
"L-3","2025-02-19T04:23:22.643Z","2","4","21","3","2","3","コスパ重視層"
"L-3","2025-03-16T11:01:35.603Z","1","4","26","9","1","2","ファミリーサポート層"
"L-3","2024-01-18T16:37:04.245Z","4","1","21","2","1","2","ファミリーサポート層"
"L-3","2025-02-20T10:53:17.404Z","2","1","19","5","3","A5","ウェルネス志向層"
"L-3","2025-05-06T20:19:59.354Z","9","1","25","19","2","4","自己投資志向層"
"L-3","2025-11-04T17:37:53.957Z","3","1","29","18","3","A5","ウェルネス志向層"
"L-3","2024-01-22T03:19:21.348Z","7","3","18","19","2","A5","ウェルネス志向層"
"L-3","2024-07-22T12:09:21.331Z","10","1","24","9","3","4","自己投資志向層"
"L-3","2024-03-02T20:46:39.467Z","3","3","24","11","3","3","コスパ重視層"
"L-3","2025-05-22T07:20:56.498Z","3","3","29","17","1","1","ライフスタイル充実層"
"L-3","2024-02-18T00:24:20.610Z","5","4","29","3","3","A5","ウェルネス志向層"
"L-3","2025-12-19T21:51:45.269Z","3","2","19","18","1","3","コスパ重視層"
"L-3","2024-01-16T07:27:46.657Z","1","4","25","14","1","1","ライフスタイル充実層"
"L-3","2024-05-05T12:18:54.453Z","2","3","28","19","1","2","ファミリーサポート層"
"L-3","2025-06-16T09:56:14.610Z","10","4","21","1","2","4","自己投資志向層"
"L-3","2024-01-11T08:29:12.620Z","7","4","24","5","3","4","自己投資志向層"
"L-3","2025-11-17T03:12:38.867Z","4","3","28","9","3","4","自己投資志向層"
"L-3","2025-12-08T22:33:37.908Z","6","2","27","3","2","4","自己投資志向層"
"L-3","2024-04-05T15:58:26.007Z","6","4","26","5","1","1","ライフスタイル充実層"
"L-3","2024-02-19T01:02:18.516Z","7","1","24","15","1","A5","ウェルネス志向層"
"L-3","2025-08-26T02:25:53.539Z","8","5","28","2","1","A5","ウェルネス志向層"
"L-3","2024-09-20T15:56:34.522Z","3","4","24","6","1","4","自己投資志向層"
"L-3","2024-06-04T20:40:31.291Z","5","5","27","2","1","1","ライフスタイル充実層"
"L-3","2024-06-20T21:38:10.864Z","8","2","22","6","1","3","コスパ重視層"
"L-3","2025-07-19T08:14:53.335Z","1","4","22","19","2","4","自己投資志向層"
"L-3","2024-09-17T18:11:20.123Z","8","5","24","4","2","3","コスパ重視層"
"L-3","2025-01-16T10:03:41.893Z","5","1","27","2","2","3","コスパ重視層"
"L-3","2024-12-07T05:09:30.328Z","5","5","29","15","2","3","コスパ重視層"
"L-3","2024-03-15T16:29:32.443Z","9","2","29","19","3","4","自己投資志向層"
"L-3","2024-03-20T11:28:06.307Z","10","5","19","9","2","A5","ウェルネス志向層"
"L-3","2025-07-30T14:53:44.410Z","1","1","19","18","2","2","ファミリーサポート層"
"L-3","2024-07-04T21:01:46.236Z","4","3","19","6","1","4","自己投資志向層"
"L-3","2025-08-01T01:23:58.757Z","6","1","25","13","2","1","ライフスタイル充実層"
"L-3","2024-12-19T14:28:17.652Z","7","2","29","14","3","4","自己投資志向層"
"L-3","2024-08-22T23:00:16.549Z","7","5","19","18","1","4","自己投資志向層"
"L-3","2025-12-17T15:35:56.426Z","1","1","25","14","3","2","ファミリーサポート層"
"L-3","2024-06-30T21:09:20.888Z","6","1","22","4","2","1","ライフスタイル充実層"
"L-3","2024-06-14T10:06:12.468Z","6","4","19","15","1","3","コスパ重視層"
"L-3","2024-07-10T07:27:42.295Z","7","3","25","1","3","3","コスパ重視層"
"L-3","2025-01-17T18:58:54.696Z","8","2","28","11","2","3","コスパ重視層"
"L-3","2025-10-07T20:18:37.538Z","4","3","27","20","3","1","ライフスタイル充実層"
"L-3","2024-10-25T01:57:50.006Z","9","4","26","15","1","2","ファミリーサポート層"
"L-3","2025-09-18T17:55:18.433Z","1","5","20","4","1","1","ライフスタイル充実層"
"L-3","2024-06-07T17:35:26.605Z","3","5","27","12","2","4","自己投資志向層"
"L-3","2024-09-24T14:08:11.199Z","8","4","18","18","1","1","ライフスタイル充実層"
"L-3","2025-02-02T10:33:15.140Z","6","2","23","9","2","3","コスパ重視層"
"L-3","2025-10-12T07:33:04.472Z","9","1","25","9","2","4","自己投資志向層"
"L-3","2024-03-30T13:15:53.149Z","3","1","22","5","1","3","コスパ重視層"
"L-3","2025-03-25T07:54:58.478Z","3","3","21","4","1","1","ライフスタイル充実層"
"L-3","2024-07-24T02:39:45.062Z","2","2","21","10","2","2","ファミリーサポート層"
"L-3","2024-08-21T03:09:31.670Z","1","5","28","12","1","1","ライフスタイル充実層"
"L-3","2024-08-15T19:53:46.551Z","4","2","23","6","1","A5","ウェルネス志向層"
"L-3","2025-01-13T19:13:25.409Z","9","5","27","13","3","A5","ウェルネス志向層"
"L-3","2024-05-01T02:51:50.922Z","1","3","22","19","1","1","ライフスタイル充実層"
"L-3","2024-05-26T02:09:11.122Z","5","3","28","19","3","A5","ウェルネス志向層"
"L-3","2025-09-29T21:14:57.771Z","7","1","23","17","2","A5","ウェルネス志向層"
"L-3","2024-05-24T05:07:55.803Z","8","3","23","8","3","2","ファミリーサポート層"
"L-3","2025-01-22T23:29:39.433Z","7","1","27","5","3","4","自己投資志向層"
"L-3","2024-01-21T11:04:13.955Z","9","3","26","6","2","3","コスパ重視層"
"L-3","2025-11-17T08:07:58.557Z","2","3","28","11","2","3","コスパ重視層"
"L-3","2024-02-28T19:43:04.930Z","3","2","23","15","2","2","ファミリーサポート層"
"L-3","2024-09-05T12:25:54.148Z","1","3","23","1","2","1","ライフスタイル充実層"
"L-3","2024-09-29T03:51:52.098Z","7","1","19","20","1","A5","ウェルネス志向層"
"L-3","2024-05-09T03:21:13.987Z","10","2","26","2","3","4","自己投資志向層"
"L-3","2024-04-23T07:46:54.481Z","2","4","28","14","1","A5","ウェルネス志向層"
"L-3","2024-03-21T16:50:07.000Z","2","1","27","18","1","A5","ウェルネス志向層"
"L-3","2025-09-04T13:57:39.136Z","2","2","18","10","3","1","ライフスタイル充実層"
"L-3","2024-11-26T13:05:46.054Z","5","2","29","4","1","3","コスパ重視層"
"L-3","2024-03-19T17:46:04.442Z","2","2","25","4","2","4","自己投資志向層"
"L-3","2024-10-20T16:46:00.849Z","3","4","29","20","2","4","自己投資志向層"
"L-3","2024-10-23T05:38:48.590Z","4","5","24","4","1","3","コスパ重視層"
"L-3","2025-05-10T22:25:12.754Z","1","4","26","3","3","4","自己投資志向層"
"L-3","2025-04-14T09:34:37.945Z","7","5","21","19","1","2","ファミリーサポート層"
"L-3","2025-06-12T02:20:09.030Z","4","2","19","16","3","1","ライフスタイル充実層"
"L-3","2025-11-24T23:02:47.631Z","8","4","24","5","3","4","自己投資志向層"
"L-3","2024-03-24T03:08:17.369Z","2","5","26","14","2","A5","ウェルネス志向層"
"L-3","2024-02-03T23:00:27.907Z","7","4","18","13","3","A5","ウェルネス志向層"
"L-3","2025-09-27T11:23:29.500Z","8","5","18","14","3","A5","ウェルネス志向層"
"L-3","2024-02-14T12:55:50.434Z","2","3","29","3","2","2","ファミリーサポート層"
"L-3","2024-05-11T09:06:12.342Z","3","1","21","20","1","1","ライフスタイル充実層"
"L-3","2025-06-20T16:10:47.044Z","2","1","19","20","1","A5","ウェルネス志向層"
"L-3","2025-10-09T12:07:11.081Z","1","1","27","13","3","2","ファミリーサポート層"
"L-3","2024-11-01T21:55:30.632Z","2","2","20","1","1","2","ファミリーサポート層"
"L-3","2024-10-13T02:31:20.488Z","7","1","28","11","3","1","ライフスタイル充実層"
"L-3","2024-10-10T00:16:47.975Z","5","1","19","13","2","A5","ウェルネス志向層"
"L-3","2024-04-13T02:39:58.571Z","5","5","29","17","3","2","ファミリーサポート層"
"L-3","2025-07-17T10:38:04.784Z","10","2","18","2","1","3","コスパ重視層"
"L-3","2025-01-17T15:41:29.607Z","4","2","29","16","3","3","コスパ重視層"
"L-3","2025-05-01T19:44:44.700Z","2","4","19","4","1","4","自己投資志向層"
"L-3","2025-08-30T13:42:51.971Z","10","2","21","2","1","A5","ウェルネス志向層"
"L-3","2024-01-20T14:30:24.079Z","1","2","18","5","1","4","自己投資志向層"
"L-3","2025-03-05T04:30:39.699Z","7","5","21","5","1","3","コスパ重視層"
"L-3","2025-09-21T09:02:06.234Z","2","4","29","7","2","3","コスパ重視層"
"L-3","2024-05-11T21:28:50.712Z","4","4","27","14","1","1","ライフスタイル充実層"
"L-3","2025-06-26T00:37:43.345Z","3","3","19","4","1","3","コスパ重視層"
"L-3","2025-09-09T17:06:30.336Z","7","5","28","13","1","4","自己投資志向層"
"L-3","2025-06-16T15:12:11.406Z","10","3","28","19","1","4","自己投資志向層"
"L-3","2025-12-17T01:55:24.844Z","8","3","25","18","3","3","コスパ重視層"
"L-3","2025-03-14T15:09:54.993Z","10","5","21","16","3","2","ファミリーサポート層"
"L-3","2024-05-30T02:39:31.606Z","2","5","28","11","3","2","ファミリーサポート層"
"L-3","2024-09-04T18:34:10.669Z","9","1","28","1","1","A5","ウェルネス志向層"
"L-3","2024-05-08T13:11:35.038Z","5","5","20","16","2","3","コスパ重視層"
"L-3","2025-03-14T11:45:06.514Z","3","5","25","16","3","2","ファミリーサポート層"
"L-3","2025-08-10T23:09:41.721Z","5","1","24","20","2","1","ライフスタイル充実層"
"L-3","2024-01-14T14:32:38.010Z","2","3","22","10","1","4","自己投資志向層"
"L-3","2025-11-18T15:31:24.951Z","5","2","28","18","3","2","ファミリーサポート層"
"L-3","2025-05-22T16:49:22.834Z","1","4","19","17","2","2","ファミリーサポート層"
"L-3","2024-09-07T23:36:42.980Z","9","3","24","18","2","4","自己投資志向層"
"L-3","2024-01-12T19:14:54.092Z","4","2","18","11","1","1","ライフスタイル充実層"
"L-3","2025-03-29T03:30:25.216Z","4","4","22","6","1","4","自己投資志向層"
"L-3","2025-06-10T01:19:45.547Z","3","3","18","15","1","1","ライフスタイル充実層"
"L-3","2024-09-12T15:29:47.559Z","10","2","24","11","3","A5","ウェルネス志向層"
"L-3","2025-01-10T09:17:12.303Z","5","3","22","4","2","4","自己投資志向層"
"L-3","2025-07-10T11:46:05.390Z","1","4","19","15","3","A5","ウェルネス志向層"
"L-3","2025-04-08T07:02:47.423Z","7","3","22","3","3","A5","ウェルネス志向層"
"L-3","2024-01-11T20:26:33.014Z","8","1","25","10","3","4","自己投資志向層"
"L-3","2024-04-28T21:22:27.849Z","4","5","23","2","3","4","自己投資志向層"
"L-3","2025-09-11T10:06:18.921Z","5","4","19","9","3","2","ファミリーサポート層"
"L-3","2024-06-24T03:11:10.368Z","5","3","28","5","3","4","自己投資志向層"
"L-3","2024-03-27T21:59:36.988Z","4","1","21","7","2","4","自己投資志向層"
"L-3","2025-07-27T03:57:00.273Z","10","5","29","14","3","2","ファミリーサポート層"
"L-3","2024-04-16T00:51:51.049Z","7","4","25","9","3","A5","ウェルネス志向層"
"L-3","2024-07-24T14:51:11.540Z","7","4","22","2","2","2","ファミリーサポート層"
"L-3","2024-09-20T03:14:08.836Z","10","3","28","20","2","4","自己投資志向層"
"L-3","2024-07-17T08:44:15.749Z","2","4","29","9","3","1","ライフスタイル充実層"
"L-3","2024-08-01T12:41:33.409Z","9","2","27","10","2","2","ファミリーサポート層"
"L-3","2025-03-23T09:45:19.780Z","10","5","24","1","1","A5","ウェルネス志向層"
"L-3","2025-10-03T00:04:26.569Z","1","3","20","19","1","4","自己投資志向層"
"L-3","2024-10-11T16:54:41.742Z","6","1","27","13","2","3","コスパ重視層"
"L-3","2024-06-18T20:14:05.331Z","6","4","23","9","2","2","ファミリーサポート層"
"L-3","2024-11-27T11:00:13.406Z","7","4","19","9","3","3","コスパ重視層"
"L-3","2025-03-28T14:07:37.841Z","2","5","29","3","1","1","ライフスタイル充実層"
"L-3","2025-11-08T09:40:17.061Z","2","1","23","2","2","3","コスパ重視層"
"L-3","2024-05-05T15:37:37.979Z","9","5","29","11","3","2","ファミリーサポート層"
"L-3","2025-07-21T04:17:22.341Z","10","4","29","1","2","1","ライフスタイル充実層"
"L-3","2024-02-13T22:51:54.953Z","1","3","26","14","3","4","自己投資志向層"
"L-3","2024-06-01T13:09:48.564Z","7","4","24","15","3","3","コスパ重視層"
"L-3","2025-08-14T08:57:18.582Z","2","4","26","10","3","2","ファミリーサポート層"
"L-3","2025-10-03T12:41:29.589Z","8","5","27","6","1","4","自己投資志向層"
"L-3","2024-12-06T19:58:32.908Z","8","4","29","18","2","3","コスパ重視層"
"L-3","2025-04-20T09:47:33.731Z","3","2","21","18","1","1","ライフスタイル充実層"
"L-3","2024-07-07T11:32:26.255Z","9","3","26","15","2","1","ライフスタイル充実層"
"L-3","2024-06-04T17:54:02.383Z","6","1","20","6","3","3","コスパ重視層"
"L-3","2024-08-24T12:39:35.404Z","3","4","22","15","3","1","ライフスタイル充実層"
"L-3","2024-09-04T20:03:13.202Z","4","2","18","19","1","1","ライフスタイル充実層"
"L-3","2024-07-02T22:52:20.405Z","2","1","18","3","2","3","コスパ重視層"
"L-3","2025-07-11T18:36:18.732Z","3","3","28","15","2","3","コスパ重視層"
"L-3","2024-03-15T17:01:38.305Z","9","2","21","15","2","1","ライフスタイル充実層"
"L-3","2025-07-13T23:12:08.472Z","7","2","20","16","3","3","コスパ重視層"
"L-3","2025-10-28T13:27:52.947Z","7","5","25","10","2","3","コスパ重視層"
"L-3","2025-09-14T07:29:58.508Z","5","4","23","10","3","A5","ウェルネス志向層"
"L-3","2024-08-31T01:10:27.088Z","8","1","25","20","2","2","ファミリーサポート層"
"L-3","2025-11-01T22:10:56.231Z","2","2","23","8","3","1","ライフスタイル充実層"
"L-3","2025-05-09T04:17:28.185Z","3","5","22","13","1","2","ファミリーサポート層"
"L-3","2025-08-07T22:38:38.044Z","2","3","23","16","2","4","自己投資志向層"
"L-3","2025-09-10T19:24:28.889Z","5","3","20","9","1","4","自己投資志向層"
"L-3","2025-05-18T07:37:25.092Z","7","5","24","1","2","3","コスパ重視層"
"L-3","2024-06-13T09:42:44.807Z","5","2","27","11","3","4","自己投資志向層"
"L-3","2025-05-11T22:16:28.378Z","3","1","19","20","2","1","ライフスタイル充実層"
"L-3","2024-12-21T09:40:11.156Z","2","1","22","9","2","2","ファミリーサポート層"
"L-3","2024-12-16T00:35:10.869Z","7","2","19","16","3","1","ライフスタイル充実層"
"L-3","2025-07-24T23:09:06.617Z","9","3","19","11","2","A5","ウェルネス志向層"
"L-3","2025-10-03T20:52:46.260Z","6","1","18","13","1","4","自己投資志向層"
"L-3","2024-07-07T01:27:58.929Z","1","3","19","19","1","3","コスパ重視層"
"L-3","2025-08-16T19:03:21.626Z","8","3","22","7","3","1","ライフスタイル充実層"
"L-3","2024-04-11T07:14:46.158Z","9","5","27","16","1","1","ライフスタイル充実層"
"L-3","2025-03-08T05:10:01.740Z","3","3","21","8","3","4","自己投資志向層"
"L-3","2025-12-22T16:23:42.738Z","2","5","25","8","1","2","ファミリーサポート層"
"L-3","2025-04-29T19:00:04.316Z","6","4","18","4","3","1","ライフスタイル充実層"
"L-3","2024-06-21T14:01:37.480Z","9","1","23","20","3","1","ライフスタイル充実層"
"L-3","2024-07-31T22:14:40.455Z","7","4","23","4","3","A5","ウェルネス志向層"
"L-3","2024-04-14T15:26:36.370Z","3","2","19","12","2","1","ライフスタイル充実層"
"L-3","2025-08-20T00:10:44.006Z","4","2","22","20","3","1","ライフスタイル充実層"
"L-3","2024-12-16T16:27:06.283Z","1","1","25","6","2","1","ライフスタイル充実層"
"L-3","2024-01-06T17:03:06.007Z","5","1","27","9","3","1","ライフスタイル充実層"
"L-3","2025-04-29T01:10:55.382Z","1","1","28","19","2","A5","ウェルネス志向層"
"L-3","2024-09-07T16:08:44.266Z","1","5","25","8","3","2","ファミリーサポート層"
"L-3","2025-09-04T14:57:06.591Z","1","5","23","13","2","A5","ウェルネス志向層"
"L-3","2025-04-01T10:12:47.494Z","1","4","27","3","1","2","ファミリーサポート層"
"L-3","2025-08-11T00:56:19.746Z","10","4","27","9","2","A5","ウェルネス志向層"
"L-3","2024-11-28T23:00:41.466Z","4","4","22","15","2","2","ファミリーサポート層"
"L-3","2024-09-26T03:47:39.152Z","8","3","20","15","2","A5","ウェルネス志向層"
"L-3","2025-07-18T21:02:58.597Z","9","2","22","10","2","3","コスパ重視層"
"L-3","2025-08-14T13:45:46.089Z","8","2","24","1","2","A5","ウェルネス志向層"
"L-3","2025-11-04T21:15:35.478Z","6","1","28","6","3","A5","ウェルネス志向層"
"L-3","2024-06-28T04:30:37.930Z","5","1","29","9","3","2","ファミリーサポート層"
"L-3","2024-01-14T03:07:44.807Z","7","1","21","13","2","2","ファミリーサポート層"
"L-3","2025-03-26T04:50:14.647Z","10","3","28","1","1","4","自己投資志向層"
"L-3","2025-09-11T18:59:32.152Z","3","1","29","6","2","A5","ウェルネス志向層"
"L-3","2025-11-12T08:47:29.182Z","4","2","23","14","1","1","ライフスタイル充実層"
"L-3","2025-05-05T10:41:06.663Z","1","5","22","3","3","4","自己投資志向層"
"L-3","2024-03-13T10:57:28.818Z","7","3","21","14","2","A5","ウェルネス志向層"
"L-3","2025-05-11T17:33:52.579Z","4","4","22","5","3","4","自己投資志向層"
"L-3","2024-11-08T10:58:46.590Z","6","1","26","8","3","3","コスパ重視層"
"L-3","2024-03-25T19:34:34.137Z","6","1","25","14","2","3","コスパ重視層"
"L-3","2024-05-02T01:31:46.026Z","9","2","21","11","1","1","ライフスタイル充実層"
"L-3","2024-06-22T04:58:46.883Z","3","4","23","11","2","4","自己投資志向層"
"L-3","2025-09-19T02:07:23.006Z","2","1","20","11","1","1","ライフスタイル充実層"
"L-3","2024-07-31T13:22:25.353Z","8","1","28","18","3","A5","ウェルネス志向層"
"L-3","2024-11-06T18:50:58.432Z","10","4","29","15","2","1","ライフスタイル充実層"
"L-3","2024-10-26T16:40:35.828Z","3","5","22","7","1","1","ライフスタイル充実層"
"L-3","2024-10-07T08:15:33.110Z","5","2","21","18","2","3","コスパ重視層"
"L-3","2025-01-03T10:16:48.074Z","8","4","26","18","3","1","ライフスタイル充実層"
"L-3","2025-02-25T22:58:59.170Z","8","3","19","19","2","1","ライフスタイル充実層"
"L-3","2024-08-04T20:53:33.802Z","3","2","25","10","2","4","自己投資志向層"
